ID,Rating,Review,word_count
896,3,picking is not good,4
897,3,speed cum h,3
898,3,nice product bt bowl set is very small size,9
899,3,product is so good ð,5
900,3,nice power bank,3
901,3,waiting for results,3
902,3,ok ok product,3
903,3,very good for skin,4
904,3,delivery was very bad but till now product is ok,10
905,3,ok ok product,3
906,3,size is little bit small,5
907,3,its growing thanks flipkart,4
908,3,2 pare is too small,5
909,3,stuff is not good,4
910,3,product not good,3
911,3,nice product ð thanks filipkat,5
912,3,remote dont work properly short rangegood bass and sound quality,10
913,3,refill not satisfied,3
914,3,very nice product,3
915,3,bulb connector and bulb not included price wise okay,9
916,3,good but not meet the expectations,6
917,3,not so good,3
918,3,its to small and weight less ok ok,8
919,3,not great feels like road side stuff,7
920,3,good productbody made with aluminium,5
921,3,best but colour not perfect,5
922,3,very expensive but excellent,4
923,3,very good product and less price,6
924,3,not expected quality,3
925,3,prodect is good but delivery is not good,8
926,3,wash panumpothu sayam poguthu,4
927,3,nice product bt cloth quality is very poor,8
928,3,price is comparatively high than the features,7
929,3,not bad not best ok product,6
930,3,some scratches r there,4
931,3,worth the money ð,4
932,3,didnât comfortable ð,3
933,3,one screw is not thereotherwise its a nice product,9
934,3,ok good one,3
935,3,got damaged in one month due to lightning,8
936,3,after 1week kettle switch not working,6
937,3,quality is good,3
938,3,pillow cover size very small,5
939,3,ok but quality is not acceptable as per brand,9
940,3,mobile does not work properly some software problem,8
941,3,itsa very good product,4
942,3,lookwise good but not warm,5
943,3,not as expected,3
944,3,not worth for the price,5
945,3,bicycle look is awesome,4
946,3,mobile network problem and camera is not good,8
947,3,juice doesnt come properly contains pulp not very pure,9
948,3,good for regular home kitchen use of small family,9
949,3,battery performance is only 3 hours,6
950,3,its quality is good,4
951,3,good but not that much,5
952,3,when it wash its colour is dull,7
953,3,very less space,3
954,3,value for money,3
955,3,good but dinner plate small size,6
956,3,not stretchable but otherwise fine,5
957,3,capacity is low in down side,6
958,3,very short passage inside,4
959,3,best 15 to 20 degree best blanket,7
960,3,product is very good but delivery is very poor,9
961,3,average cushions could be better,5
962,3,nice and soft,3
963,3,its size is smart and no light come with it,10
964,3,awesome fridge but completely not awesome,6
965,3,more expensive and poor finishing,5
966,3,freedish or wifi casting achi hai nice product,8
967,3,good but battery will come for 1 hr nly,9
968,3,very soft and bright colour,5
969,3,lil small otherwise ok,4
970,3,soundless ððspeed ðbuild quality ð,5
971,3,small in size,3
972,3,need to clean collector every 10 minutes,7
973,3,good not bad,3
974,3,very nice product nice package ðð golden flipkart,8
975,3,nice water heater,3
976,3,not good alignment is not proper,6
977,3,good product but pecking not properly,6
978,3,sound is too loud,4
979,3,waste of money,3
980,3,price not satisfied,3
981,3,poor quality plastic fabric,4
982,3,good product âïâï,3
983,3,quality is not good,4
984,3,good working and condition,4
985,3,good product nice quality,4
986,3,quality best but not comfortable this product,7
987,3,it will slowing down the mobile,6
988,3,sg pads are given in cricket kit bag,8
989,3,awesome in average price,4
990,3,very difficult thing,3
991,3,small in size not dinner plate,6
992,3,bowl size is very small not suitable for dinner set,10
993,3,price to cost as compare to market price,8
994,3,delivery good but installation is notbut product fantastic,8
995,3,very nice product i am very happy,7
996,3,good quality like it,4
997,3,ok complete the need,4
998,3,size is small and not look like original cello product,10
999,3,very good qualityand comfortable,4
1000,3,nice but charger is very poor quality,7
1001,4,value for money,3
1002,4,thanks flipkart awesome product,4
1003,4,nice product thank you,4
1004,4,nice and good service,4
1005,4,i gifted it its great,5
1006,4,only one heating issueotherwise its super purchase,7
1007,4,nice good productno leackeg problem,5
1008,4,very good com fast hiting need 2lper kettle,8
1009,4,suitable for wi fi good product,6
1010,4,vary usefully i am so happy,6
1011,4,best quality seedsððð,3
1012,4,same as shown as picture,5
1013,4,vrey good toy,3
1014,4,i like it,3
1015,4,very nice very fast delivery,5
1016,4,good to use,3
1017,4,microfibre filled soft cushions of good quality,7
1018,4,very good product,3
1019,4,worth to money,3
1020,4,it is good but only for mild winter,8
1021,4,nice product great quality ð,5
1022,4,very good product,3
1023,4,very good product,3
1024,4,qulity is not bad but price is lil bit costly,10
1025,4,value for money ð,4
1026,4,its works perfect and very useful thank you flipkart,9
1027,4,very nice awesome workvalue for money,6
1028,4,the fit was awesome,4
1029,4,good nd original ink cartridges,5
1030,4,good but feel heavy after 5 mins use,8
1031,4,super quality this price,4
1032,4,nice door mat,3
1033,4,value for money,3
1034,4,at this price range phone is awesome loved it,9
1035,4,good cream for daily basis usage,6
1036,4,good product in this price range i like it,9
1037,4,just wow i loved it ââ,6
1038,4,good tab for study purpose,5
1039,4,its overall goodwriting review after 4 months,7
1040,4,nice ð product,3
1041,4,ok forvthe money,3
1042,4,at this price it really worth it,7
1043,4,product is good but installation is too late,8
1044,4,poco c31 blue464gb very nice product thank you flipkart,9
1045,4,worth for price,3
1046,4,really effective product for house even cars,7
1047,4,very good bedsheet,3
1048,4,it does the job good one go for it,9
1049,4,nice product ðð,3
1050,4,quality is too gud value for money,7
1051,4,very nice producti love it,5
1052,4,useful for home usenot for professional use,7
1053,4,thanks for delivery within time,5
1054,4,ok for the price,4
1055,4,good product ð,3
1056,4,looking good and stylish ð,5
1057,4,best in market,3
1058,4,product are awesome but delivery time is not good,9
1059,4,satisfied with the product,4
1060,4,worth the money,3
1061,4,i like it,3
1062,4,super good product,3
1063,4,worth of money,3
1064,4,its a great product but little expensive,7
1065,4,good product timely delivery by flipkart,6
1066,4,provide is good but delay delivery,6
1067,4,nice product value for money,5
1068,4,product is good but installation service provider was not good,10
1069,4,nice buy now,3
1070,4,pretty decent product,3
1071,4,can give it a try,5
1072,4,good productfast delivery,3
1073,4,working goodbut heating issue a problem for me,8
1074,4,awesome and also delivery man is so good,8
1075,4,nice quality best product thanku flipkart ð,7
1076,4,very nice productworking well,4
1077,4,the product is good but two stands are broken,9
1078,4,good for day to day usage,6
1079,4,asusual stuff all the sticks are the same android,9
1080,4,good mobile phonebasic useful mobilenot use gaming mobile,8
1081,4,its looking good ð,4
1082,4,not bad its so good,5
1083,4,satisfied with the product,4
1084,4,good but small,3
1085,4,display is very good for study purpose,7
1086,4,nice car worth fr money u can buy it,9
1087,4,not upto the mark,4
1088,4,quality good product,3
1089,4,good quality at this price,5
1090,4,camera is good ðððbut camera lens focus very weak,9
1091,4,gzb products fit body,4
1092,4,two products are super good and another one below average,10
1093,4,its ok i recommend for buying,6
1094,4,must buy really very ethnic and charming,7
1095,4,very softthese cushion are really very soft and big ð,10
1096,4,item is very nice product service is good,8
1097,4,quality is fine but bowl size is little small,9
1098,4,good prodect so nice,4
1099,4,very good quality and product,5
1100,4,technical could be better than him,6
1101,4,nice with this price,4
1102,4,cooling air awesome but little noise,6
1103,4,nice according mony,3
1104,4,original product thank you flipkart,5
1105,4,nice very good,3
1106,4,good productdelivered without any issues,5
1107,4,its nice and useful and affordable,6
1108,4,nyc product most by,4
1109,4,best mi tv i happy,5
1110,4,perfectly designed but could be more spacious,7
1111,4,very good product,3
1112,4,overall good deal but the delivery was too late,9
1113,4,good one for all the students,6
1114,4,very good product,3
1115,4,our family enjoy alot with this little smart speaker,9
1116,4,good âºïeasy to fixðð,4
1117,4,product quality not as expected,5
1118,4,very nice product,3
1119,4,nice product work smoothly,4
1120,4,nice lookgood products,3
1121,4,its small in size but its good,7
1122,4,nice but sound more than normal mixer grinder,8
1123,4,i m happy,3
1124,4,good for bachelors,3
1125,4,superb in this amount,4
1126,4,its nice and d price is good,7
1127,4,overall product was good,4
1128,4,nice product for gaming,4
1129,4,acording to price nice good product,6
1130,4,good and worthy,3
1131,4,its nice product in this amount,6
1132,4,good for this price,4
1133,4,good product but not bad,5
1134,4,quantity is very very lessmy morning glory ð,8
1135,4,good quality mobile phone,4
1136,4,very nice product in this price range with ontime delivery,10
1137,4,very nice product,3
1138,4,very nice ðð,3
1139,4,nice product vallu for money,5
1140,4,screen mirroring not getting,4
1141,4,superrrrrr ð ð,3
1142,4,product is good but it is of old stock,9
1143,4,its very comfortable for work,5
1144,4,excellent product with this price,5
1145,4,valu for money,3
1146,4,small in size good for smaller hall,7
1147,4,good product and lookng very nice,6
1148,4,best in market,3
1149,4,so agricive price,3
1150,4,okbut setup box not quality,5
1151,4,good product nice sound quality,5
1152,4,very good product,3
1153,4,good otg oven but missing convection fan and rotisserie function,10
1154,4,product was exalent good nice product,6
1155,4,nice product on time delivery,5
1156,4,product is good quality,4
1157,4,does the job,3
1158,4,awesome quality oil at price of 131smell is also grate,10
1159,4,nice product âºï,3
1160,4,quality is good value for money,6
1161,4,very nice product,3
1162,4,nice product value for money,5
1163,4,awesome productfast deliverytnk flipkart ð,5
1164,4,this product is ok,4
1165,4,very nice product,3
1166,4,very nice product thanks flipkart for quick delivery,8
1167,4,good product in small budget,5
1168,4,very good product,3
1169,4,nice one good absorbing power,5
1170,4,nice does heat the water in a short span,9
1171,4,satisfied with performance,3
1172,4,water heat very fast,4
1173,4,number one quality shuddh cotton,5
1174,4,good but more expensive,4
1175,4,good onewith easy connect,4
1176,4,very good this is product,5
1177,4,good so far,3
1178,4,thank you flipu,3
1179,4,milton is best,3
1180,4,good product but light passing through it,7
1181,4,its very useful,3
1182,4,nice product at this price,5
1183,4,awesome very nice product,4
1184,4,good its system is complicated,5
1185,4,good malton steel,3
1186,4,looking very nice shining awesome ð,6
1187,4,works fine with mi a3,5
1188,4,good quality product but installation is little bit difficult,9
1189,4,item is good but printing doubt,6
1190,4,medium fast charger,3
1191,4,solving the purpose,3
1192,4,good in budget,3
1193,4,it is fantastic cooleri liked itit cools room effectively,9
1194,4,nice i love it,4
1195,4,good and lucky plant i risevad helty plant,8
1196,4,very good product and very good delivery by flipkart,9
1197,4,its good but slicing is not proper,7
1198,4,thanku for very nice,4
1199,4,best experience this cycle very good cycle,7
1200,4,nice but bowl is very small,6
1201,4,awasomeim fall in lovevalue for money,6
1202,4,min budget in good phone,5
1203,4,nice product but it comes with micro usb,8
1204,4,nice product and till now no issue,7
1205,4,great product value for money,5
1206,4,worth the money,3
1207,4,good quality you can go for itð,7
1208,4,good product ð,3
1209,4,fabric quality is good,4
1210,4,nice product but bowls are too small,7
1211,4,best in the market value for money,7
1212,4,zigzag foot oil bottle and screw driver not given,9
1213,4,overall its good,3
1214,4,product is very good to value mony,7
1215,4,good product accha hai buy it,6
1216,4,very must watch i am very very happyð,8
1217,4,meets the requirements,3
1218,4,nice product and 100 cotton,5
1219,4,the product is good as expected,6
1220,4,looking goodcolors combination good but installation work is quite difficult,10
1221,4,excellent but high prise,4
1222,4,very good product at this price range,7
1223,4,very comfortable cushions,3
1224,4,just go for itâð,4
1225,4,ok product size is small,5
1226,4,very good but bass only low overall performance good ð,10
1227,4,very good product saves time useful for every family,9
1228,4,the outlayer its brokenbut its okay worth the moneygood product,10
1229,4,nice but give oneair fill objects,6
1230,4,good product and good quality,5
1231,4,this watch quality is excellent and nice look,8
1232,4,nice productlove it,3
1233,4,a better product,3
1234,4,cycle is good look wise also good,7
1235,4,all over good,3
1236,4,there is a lot of product buy it immediately ð,10
1237,4,in this price point a good choice,7
1238,4,thank you flipkart,3
1239,4,quality is bestor delevery is quick,6
1240,4,nice ð thanks,3
1241,4,little cute osm,3
1242,4,size is perfect,3
1243,4,hood in 14000 price,4
1244,4,good product bad packing,4
1245,4,this product very good,4
1246,4,very nice quality is good,5
1247,4,good chimneyserves purposereasonable price,4
1248,4,product is good,3
1249,4,very nice ð,3
1250,4,nice product good quality,4
1251,4,this is good go for it,6
1252,4,best priceearly deliverynice packinggood deliveryoverall good choicethank you flipkart,9
1253,4,recommendedbudget friendly too,3
1254,4,awesome built design and backup with 18w fast charging,9
1255,4,nice product but little expensive,5
1256,4,very good product,3
1257,4,very good product and comfortable and nice looking,8
1258,4,it is very good me and my family are satisfied,10
1259,4,best quality milton,3
1260,4,good product for what we pay value for money,9
1261,4,cup size little it small,5
1262,4,nocei like it,3
1263,4,good quality fabric and great fitting value for money,9
1264,4,very good product,3
1265,4,perfectly working with 150mah luminous batterynice look trusted brand,9
1266,4,good for 22 family,4
1267,4,medium qualitywaight perfectawesome curvhandle quality low,6
1268,4,too much space,3
1269,4,no complaint super product,4
1270,4,very good ðð,3
1271,4,nice good qualitysame productthnq filpkartexactly the same,7
1272,4,excellent product for me,4
1273,4,thanks for flipkart ðððð³ð,4
1274,4,i like itvery good product and quick delivery,8
1275,4,worth for money excellent product,5
1276,4,good product thanks flipkart,4
1277,4,nice till now,3
1278,4,good in this range,4
1279,4,best for in this price,5
1280,4,its awesome ð,3
1281,4,super product i am very happy worth of money,9
1282,4,value for money deal and quick delivery,7
1283,4,nice product thank you flipkart,5
1284,4,fine and good service,4
1285,4,wow thanku flipkart,3
1286,4,super very nice thanks flipkart,5
1287,4,good at this price range,5
1288,4,itâs a gud purchase go for it,7
1289,4,awesome product must buy,4
1290,4,very good but hdmi cable missing,6
1291,4,supper sir thank u,4
1292,4,very nice good i am liked,6
1293,4,value for money product,4
1294,4,thank u flipcart,3
1295,4,product is good but price is high,7
1296,4,good and handy product,4
1297,4,good qualityas good as the original supplied with equipment,9
1298,4,nice i love it,4
1299,4,i love this product,4
1300,4,overall good but little bit noisy,6
1301,4,nice product best,3
1302,4,good youj beatar lac,4
1303,4,after 4 month it is good,6
1304,4,excellent productnice qualitythankyou flipkartð,4
1305,4,quality is good i m happy ð,7
1306,4,nice m happy,3
1307,4,good looking and quality,4
1308,4,osm cargo i love it,5
1309,4,nyc productð definitely everyone should go for it ððð,9
1310,4,small in size but high sound quality,7
1311,4,nice product use full for car,6
1312,4,looking so nise,3
1313,4,very good product buy it,5
1314,4,very bad experience,3
1315,4,good product quality is better then expected,7
1316,4,very nice product,3
1317,4,improve your clothes quality and shilai of weast ilastik,9
1318,4,pretty good for domestic purpose,5
1319,4,best quality nice product,4
1320,4,good cloth h,3
1321,4,good work ing,3
1322,4,good product but very expensive,5
1323,4,good quality products,3
1324,4,satisfied with this product,4
1325,4,this is good i liked it thanks flipkart,8
1326,4,very good working,3
1327,4,nice product n also pocket friendly ððð,7
1328,4,value for money,3
1329,4,good but price is higher,5
1330,4,good as per price,4
1331,4,very good product satisfactory cooling,5
1332,4,good phone at this price range,6
1333,4,nice smell non great and easy to absorbe in skin,10
1334,4,nice and good sound,4
1335,4,value for money amazing product highly recommend go for it,10
1336,4,very silent and powerful refrigerator from samsung,7
1337,4,good product for regular useð,5
1338,4,good but one bowl is broken,6
1339,4,packaging quality was not that good product quality is good,10
1340,4,product is ossom,3
1341,4,hmm nice product,3
1342,4,its very good,3
1343,4,good quality product,3
1344,4,we liked it quality is fair colour is nice,9
1345,4,best camera for starters,4
1346,4,super extent fast charger,4
1347,4,good quality product,3
1348,4,its very useful for office or school time,8
1349,4,very nice product,3
1350,4,quality is very good but full plate is very small,10
1351,4,this is helpful product,4
1352,4,very nice product,3
1353,4,best product for time pass,5
1354,4,such a good product in these prize ð,8
1355,4,good product ðð,3
1356,4,i like it very nice product,6
1357,4,prodect is nice,3
1358,4,fantastic wall clock really love itð,6
1359,4,im happy with this product its working well,8
1360,4,good morning please find attached the invoice to you no,10
1361,4,working performance good,3
1362,4,good not bad,3
1363,4,very nice best grinder,4
1364,4,perfomance was 5 more of gtx 1650ti,7
1365,4,very good charger,3
1366,4,very nice shoes,3
1367,4,best geyser in this price range,6
1368,4,good but battery performance is bad,6
1369,4,nice its worth for money good one,7
1370,4,good oven nice auto cook menu fast and reliable,9
1371,4,good in that price range,5
1372,4,value for money,3
1373,4,this product is very goodbutthis product is very havy,9
1374,4,product is goodbut miss the pusher in the packings,9
1375,4,performance is good with excellent battery life,7
1376,4,a good product value for money,6
1377,4,good product ð sale done,5
1378,4,good nice product,3
1379,4,it was good deal and product is also awesome,9
1380,4,nice dinner set,3
1381,4,colour good âºï,3
1382,4,quantity okay bt lite thicknesses,5
1383,4,best tab for students,4
1384,4,nice productusing for 10 days,5
1385,4,good quality of seeds,4
1386,4,really good in this price,5
1387,4,overall nice product,3
1388,4,overall good product,3
1389,4,nice product good one,4
1390,4,good product but use small cable at a charging time,10
1391,4,good sound qualitybut bass is lil bit low,8
1392,4,ok good charger,3
1393,4,so right now,3
1394,4,worth of money,3
1395,4,happy with the product,4
1396,4,good product ð,3
1397,4,its good product,3
1398,4,time being ok nw,4
1399,4,very nice thanks,3
1400,4,price ke according good quality h,6
1401,4,i am very satisfied with the productthank you flipkart,9
1402,4,useful item worth the money,5
1403,4,it is very good product ð,6
1404,4,nice product so i am very happy,7
1405,4,best among this price,4
1406,4,quality is good,3
1407,4,very light seeing good,4
1408,4,good quality as we expected alhamdulillah,6
1409,4,gd productprice is reasonable,4
1410,4,its quite good in this price range,7
1411,4,value for money,3
1412,4,it good quick heating of water in few minutes,9
1413,4,superb thanks for flipart,4
1414,4,iâm happy in this product,5
1415,4,very good product battery backup is insane go for it,10
1416,4,does the job,3
1417,4,very nice product,3
1418,4,liked the laptop very nice look and performance,8
1419,4,nice 100 ok,3
1420,4,very nice product,3
1421,4,nice product delivered in 2 days,6
1422,4,osm football â½,3
1423,4,1 star deduct because of no one come for domo,10
1424,4,the products are really good ð,6
1425,4,good decent product,3
1426,4,good ð in flipkart,4
1427,4,excellent quality product âï,4
1428,4,im still using,3
1429,4,nice product very comfortable valuable money valuable product,8
1430,4,good product value for money,5
1431,4,very good product,3
1432,4,i havent used it yet but look wise its good,10
1433,4,nice product ðð,3
1434,4,no complaint just trust it and go for it,9
1435,4,affordable âºïi like it,4
1436,4,stylish good price but verry small,6
1437,4,good product worth buying it,5
1438,4,awesome camera in prices range,5
1439,4,need demo for usage and overall fine with product,9
1440,4,colour best he,3
1441,4,very good ðð,3
1442,4,very nice ð product,4
1443,4,worth the money quality also,5
1444,4,same as a pic but small size,7
1445,4,best product and it works very well,7
1446,4,good product value for moneygot it at 464,8
1447,4,product is good but no demo provided by the manufacturer,10
1448,4,good value for money,4
1449,4,nice but quality little upset,5
1450,4,good according to money,4
1451,4,nice ball for play,4
1452,4,picture quality better gaming hang,5
1453,4,good for basic usage,4
1454,4,amazing product must buy,4
1455,4,nice my child was very happy,6
1456,4,nice product i like this product,6
1457,4,superb product nicely work and smooth finishing noise less,9
1458,4,the product is good but packaging is very bad,9
1459,4,i purchased for drawings and editing,6
1460,4,good product ðð,3
1461,4,very nice ð,3
1462,4,aa cost product is good,5
1463,4,nice product thanks ð,4
1464,4,very good product,3
1465,4,quality is good,3
1466,4,really nice curtainssuperb quality tqflipkart,5
1467,4,good working product but not given extra dust bags,9
1468,4,this product was so good i luv it ððð,9
1469,4,it faded in washsize design are good,7
1470,4,everything was good,3
1471,4,nice product easy to use very comfortable,7
1472,4,nyc very comfortable and adjust good i like,8
1473,4,nice watch good look,4
1474,4,good quality product,3
1475,4,reasonable pricegood productthank you flipcart,5
1476,4,nice oven but not gaining temperature properly,7
1477,4,good product well packed,4
1478,4,good product reasonable price tq flip kart,7
1479,4,value for money,3
1480,4,nice product ðð,3
1481,4,awesome lovelyvery much fast heating,5
1482,4,sound 55bass45build quality 55,4
1483,4,great productgo for it guys,5
1484,4,sound quuality is perfect,4
1485,4,its really wonderful,3
1486,4,nice working good,3
1487,4,good budget buy,3
1488,4,it is good product 1 or 2 persons,8
1489,4,price highquality is good,4
1490,4,wonderful design with excellent performance,5
1491,4,watch is very awesome look is very smart,8
1492,4,good product very good installation,5
1493,4,good product ðð,3
1494,4,cooling is not upto par could have been better,9
1495,4,colour is dim but overall good,6
1496,4,its good useful product thank you flipkart,7
1497,4,good and nice,3
1498,4,small money can by hepiness,5
1499,4,product worth the price,4
1500,4,dinner set value for money,5
1501,4,watch was look so classy,5
1502,4,really very nice product this price range,7
1503,4,good nd value for money,5
1504,4,good product at this prize,5
1505,4,best products thank you flipkart,5
1506,4,very nice productvery good condition,5
1507,4,best budget phone,3
1508,4,worth money nice products thanks flipkart,6
1509,4,nice product beautiful dish super,5
1510,4,its a good product in such amount,7
1511,4,nice average quality,3
1512,4,very good lifting support,4
1513,4,nice watch loved it,4
1514,4,good and style,3
1515,4,so very nice rice cooking,5
1516,4,good product but size is very bigðð,7
1517,4,nice fan i am happy,5
1518,4,its good and easy to use,6
1519,4,good nice product,3
1520,4,nice product but demo ans installation didnt happen,8
1521,4,nice quite satisfied,3
1522,4,good quality plant,3
1523,4,1 nojust go gor it,5
1524,4,very nice must buy it,5
1525,4,beautiful must buy,3
1526,4,nice performance good product,4
1527,4,same as picture good product,5
1528,4,very good product,3
1529,4,its tooo good,3
1530,4,awesome product nice and friendly thanks flipkart,7
1531,4,very good product and value for money,7
1532,4,its a too good product,5
1533,4,worth buyingvery nice product,4
1534,4,its looks nice but normal or average quality,8
1535,4,value for moneyfabullousððð,3
1536,4,nice 10 year warranty,4
1537,4,item is very nice,4
1538,4,good picture quality nice work,5
1539,4,was expecting little bigger sizebut satisfied,6
1540,4,great product good for keeping my books and stuffs,9
1541,4,cleen look and best performance,5
1542,4,its working goodsatisfied with midea dishwasher,6
1543,4,love this product ð,4
1544,4,best product in this price range,6
1545,4,table is good,3
1546,4,it is good but not very strong ðªð,8
1547,4,like not too much heavy design also good,8
1548,4,its best for students,4
1549,4,very good according to price,5
1550,4,nice football at this cost,5
1551,4,performance is very gooddisplay quality excellent,6
1552,4,every thing is good,4
1553,4,very good packagingnice product,4
1554,4,cheap and best product must be handled with care,9
1555,4,this was very fantastic mixer it performs very good,9
1556,4,looks good but too small,5
1557,4,normally use in better,4
1558,4,best in this price,4
1559,4,varry good product,3
1560,4,good dishwasher better washing than my maid,7
1561,4,product is good,3
1562,4,value for money but prints would have been more,9
1563,4,very good product for daily use,6
1564,4,nice product bass is too good,6
1565,4,good for 4 months,4
1566,4,size is slightly smaller otherwise its awesome,7
1567,4,same as shown,3
1568,4,good for books,3
1569,4,super product very use full and low weight only,9
1570,4,product is good ð,4
1571,4,nice thnk you filp cart,5
1572,4,colour and design is very nice i like it thanks,10
1573,4,good for small family of 23 members,7
1574,4,nice product timely delivered,4
1575,4,thanks for replacement âïgood ð,5
1576,4,i am very happy to this product,7
1577,4,this is awesome products,4
1578,4,very good quality,3
1579,4,it is good,3
1580,4,brand is always a brand suggested many,7
1581,4,superb and value for money thanks flipkartlove it,8
1582,4,dinner plates r small bt its good,7
1583,4,good at this price,4
1584,4,good awesome product in this price than other companies products,10
1585,4,very good product ðâºï,4
1586,4,not bad good ones,4
1587,4,nice one suits me,4
1588,4,sond is good but no bass up to mark,9
1589,4,very nice product ðð,4
1590,4,working fine ð,3
1591,4,nice watch â,3
1592,4,mixi is so good but little bit of heating,9
1593,4,its really good quality i really liked it,8
1594,4,good in budget,3
1595,4,very nice value for money,5
1596,4,battery is a bit less other than that its awesome,10
1597,4,value for money,3
1598,4,good one for the price can try,7
1599,4,working as expected,3
1600,4,very soft cream all skin type lovely cream,8
1601,5,best i am happy,4
1602,5,nice but ram 350 gb,5
1603,5,it was a good experience ðð,6
1604,5,just go for it,4
1605,5,its working too fast,4
1606,5,flipkart service great as usual,5
1607,5,good for a gift item,5
1608,5,value for moneynice product,4
1609,5,value of money,3
1610,5,good but small in size,5
1611,5,worth it value for money not disappointed,7
1612,5,super i like it,4
1613,5,very good product delivered,4
1614,5,best is the tea,4
1615,5,very good cycle,3
1616,5,just awesome thanks flipcart,4
1617,5,bahot i badiya seeds value for money,7
1618,5,best quality values of money,5
1619,5,very good product 750 wat power,6
1620,5,must buy without any doubt,5
1621,5,delivery boy very good,4
1622,5,good to wear,3
1623,5,good productâworth it,3
1624,5,such a nice table tq flipkart,6
1625,5,very nice product,3
1626,5,its good product thank you flip kart,7
1627,5,it is very good product,5
1628,5,superb product at low price and working is awesome,9
1629,5,washing is good except for some hard strains,8
1630,5,very nice product ðð,4
1631,5,it was awesome product for this priceâï,7
1632,5,very nice watch good luck,5
1633,5,very good product,3
1634,5,gud experience with filpkart,4
1635,5,nice everything is good satisfied with the product,8
1636,5,itâs very super nice,4
1637,5,very nice curtains we love it,6
1638,5,quality is nice worth buying it,6
1639,5,wow really super product motor sound very slow smooth,9
1640,5,very very comfortable,3
1641,5,very good productvalue for money,5
1642,5,i loved it just classic look awesome great,8
1643,5,very very good,3
1644,5,super powerful grinder from prestige,5
1645,5,it was nice product,4
1646,5,best product with best price range,6
1647,5,pretty great alot better than alexa,6
1648,5,product nice ð,3
1649,5,i liked this product,4
1650,5,its goodworth it,3
1651,5,camera quality asm,3
1652,5,very best sound quality,4
1653,5,nice productgood one to have,5
1654,5,good satisfied with the product,5
1655,5,its too goog for small family,6
1656,5,nice product flipkart dilivery to good,6
1657,5,good product and speed charge and fast delivery,8
1658,5,excellent quality really amazing picture quality,6
1659,5,low budget nice performance,4
1660,5,very nice strong,3
1661,5,1 number best,3
1662,5,very good product,3
1663,5,indeed very good it is worth,6
1664,5,its very comfortable,3
1665,5,nothing to say its best,5
1666,5,minimum price maximum performance,4
1667,5,best saund collety,3
1668,5,super super super ðð,4
1669,5,nice cooler with proper cooling movable too,7
1670,5,good produced ð,3
1671,5,very good product picture quality better,6
1672,5,nyc product and goodð quality,5
1673,5,good style super,3
1674,5,very good product ðð,4
1675,5,100 good quality,3
1676,5,hmmvalue for money,3
1677,5,very good product,3
1678,5,very nice and useful,4
1679,5,very nice product ððð,4
1680,5,best value for money,4
1681,5,the product is good,4
1682,5,nice hair oil,3
1683,5,owsome and great fitting,4
1684,5,excellent product ðð,3
1685,5,better quality for less amount,5
1686,5,very good product,3
1687,5,all handset best controller,4
1688,5,awesome product thank you flipkart amazing service,7
1689,5,osm dinner set,3
1690,5,so pretty andgood quality,4
1691,5,this color is my favorite thanks flipkart,7
1692,5,nice product to use,4
1693,5,best product ð,3
1694,5,very good productð,3
1695,5,better but cost high,4
1696,5,so nice product value of money,6
1697,5,good quality nice overall,4
1698,5,i love it its really work,6
1699,5,wow amazing product very nice product i like this product,10
1700,5,very good product,3
1701,5,very nice producti am happy,5
1702,5,excellent product by flipkart,4
1703,5,nice product picture quality is good,6
1704,5,flexible almost invisible when off warm feel loved it,9
1705,5,very good and nice product,5
1706,5,exilent supar dupar ok,4
1707,5,product is excellent,3
1708,5,great deal thanks flipkart,4
1709,5,excellent product and excellent installation,5
1710,5,perfect ones must buy,4
1711,5,very nice go for it,5
1712,5,very good productð worth of money,6
1713,5,excellent value for money,4
1714,5,good camera for bigener,4
1715,5,cheap nd bestâï,3
1716,5,spacious and can bear heavy and bulky books,8
1717,5,amazing product the range the build everything is just perfect,10
1718,5,very cutenice quality,3
1719,5,nice product thanks flipkart,4
1720,5,very good product,3
1721,5,amazing looksgreat product,3
1722,5,very good product ð,4
1723,5,i love this,3
1724,5,awesome mahadev ðhar har mahadev ðð¼ð,6
1725,5,very good productgo for it,5
1726,5,good febric as i expected,5
1727,5,good for below rs500,4
1728,5,very useful product loved it,5
1729,5,very very very nicethankyou flipkart,5
1730,5,very nice ðððððððð,3
1731,5,very good product,3
1732,5,good product very happy,4
1733,5,product is good ð,4
1734,5,go for it,3
1735,5,awesome product affordable price,4
1736,5,very nice product,3
1737,5,very good product,3
1738,5,awesome product must buy it thanks flipkart,7
1739,5,value for money good you may go it,8
1740,5,very good product,3
1741,5,nice beautiful product,3
1742,5,received in a good condition and fresh stems,8
1743,5,good very nice acha hai,5
1744,5,superb cool hot nore than 24hrs,6
1745,5,it is amazing in this price,6
1746,5,great product with great delivery thank you flipkart,8
1747,5,nice product good fitting,4
1748,5,nyc and reasonable price,4
1749,5,nice sound this is best product,6
1750,5,daily use excellent product,4
1751,5,best seed in lowest price awesome product,7
1752,5,super very nice tv,4
1753,5,i love this product this is great,7
1754,5,super good product ðððððððððð,4
1755,5,very good qualityi love it,5
1756,5,the product is very good,5
1757,5,mini wallet ð,3
1758,5,mast product and very useful,5
1759,5,good seed germination ði m so happyð,7
